mstat,rev_total_mois,log_revenu,sans_revenu,age_grp,bancarise,a_assurance,logem,Stg_formel
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire titre,0
Célibataire,65000.0,11.082158,0,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Autre,0
Marié(e),0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,195000.0,12.18076,0,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,45-54,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,0,0,Autre,0
Marié(e),0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),75776.953,11.235562,0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),54434.594,10.904774,0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,18-24,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,18-24,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,18-24,1,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,1,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,60000.0,11.002116,0,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,17708.334,9.781847,0,25-34,0,0,Locataire,0
Union libre,0.0,0.0,1,18-24,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Union libre,0.0,0.0,1,25-34,1,0,Locataire,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,25-34,1,0,Autre,0
Marié(e),106166.66,11.572775,0,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,45-54,1,0,Autre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,30000.0,10.308986,0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,45500.0,10.72549,0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,0.0,1,25-34,1,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Union libre,60000.0,11.002116,0,25-34,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Séparé,0.0,0.0,1,45-54,1,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,1,0,Proprietaire sans titre,0
Séparé,0.0,0.0,1,65+,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire sans titre,0
Séparé,0.0,0.0,1,45-54,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Marié(e),0.0,0.0,1,55-64,0,0,Autre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),405000.0,12.911645,0,45-54,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,91000.0,11.418626,0,0-17,0,0,Proprietaire sans titre,1
Célibataire,0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,60000.0,11.002116,0,35-44,0,0,Proprietaire titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Union libre,0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Union libre,97500.0,11.487617,0,25-34,1,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,1,0,Autre,0
Célibataire,0.0,0.0,1,35-44,1,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),30000.0,10.308986,0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,1
Célibataire,30000.0,10.308986,0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,45-54,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,35-44,1,0,Autre,0
Séparé,0.0,0.0,1,45-54,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,25-34,1,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Autre,0
Veuf(ve),0.0,0.0,1,55-64,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Autre,0
Célibataire,40000.0,10.59666,0,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,45-54,0,0,Autre,0
Marié(e),0.0,0.0,1,0-17,0,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),150000.0,11.918397,0,25-34,0,0,Autre,0
Marié(e),0.0,0.0,1,18-24,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,46745.371,10.752492,0,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Divorcé(e),0.0,0.0,1,45-54,1,0,Autre,0
Célibataire,0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Autre,0
Marié(e),99880.023,11.511735,0,25-34,0,0,Locataire,0
Célibataire,151666.67,11.929447,0,18-24,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,25-34,0,0,Autre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Locataire,0
Veuf(ve),75833.336,11.236306,0,45-54,0,0,Locataire,0
Célibataire,91000.0,11.418626,0,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,45-54,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Séparé,0.0,0.0,1,35-44,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,55-64,1,1,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Autre,0
Marié(e),0.0,0.0,1,55-64,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,45-54,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Séparé,0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Autre,0
Célibataire,103478.75,11.547132,0,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Marié(e),0.0,0.0,1,45-54,0,0,Autre,0
Marié(e),0.0,0.0,1,45-54,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Séparé,0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,0,0,Autre,0
Marié(e),0.0,0.0,1,25-34,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,93333.336,11.443943,0,0-17,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Divorcé(e),0.0,0.0,1,25-34,1,0,Autre,0
Célibataire,0.0,0.0,1,45-54,1,0,Autre,0
Célibataire,24000.0,10.085851,0,0-17,1,0,Autre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Union libre,0.0,0.0,1,35-44,1,0,Autre,0
Union libre,0.0,0.0,1,35-44,1,0,Autre,0
Union libre,0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Union libre,0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Marié(e),0.0,0.0,1,35-44,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,80000.0,11.289794,0,25-34,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Marié(e),0.0,0.0,1,35-44,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),258916.67,12.464266,0,35-44,1,1,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,241000.0,12.392556,0,35-44,1,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,36047.48,10.49262,0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Séparé,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
