cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise,Cluster_Assigné
24,43,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,10,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,17,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,29,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
84,12,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
24,46,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
88,57,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
91,67,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,7
47,17,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,15,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,29,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
84,6,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,10,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,33,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,3,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,4,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
85,40,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,1,10
88,65,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,7
47,6,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
24,35,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
6,22,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,71
84,3,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,23,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,71
84,6,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,7,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,33,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,1,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,35,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
84,4,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,10,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,12,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,11,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
47,8,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,45,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
24,41,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,5,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,23,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,71
85,24,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,1,10
47,15,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,10,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,10,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
31,41,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,0,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
24,45,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,5,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,30,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,13,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,3,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,1,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,22,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,71
31,27,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,0,71
47,5,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
84,9,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
24,35,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
24,40,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
47,14,Masculin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
6,34,Féminin,Marié(e),TOUGBO,Rural,BOUNKANI,0,80
52,53,Masculin,Marié(e),TOUGBO,Rural,BOUNKANI,1,59
84,7,Féminin,Célibataire,TOUGBO,Rural,BOUNKANI,0,71
34,41,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,80
81,18,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
68,58,Masculin,Marié(e),GOULIA,Urbain,FOLON,0,80
53,13,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
9,33,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
55,6,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
92,25,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,71
60,4,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,0,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,3,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
92,27,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,71
9,30,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
55,5,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,7,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
14,27,Masculin,Célibataire,GOULIA,Urbain,FOLON,1,10
53,16,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,10,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,8,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
34,48,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,80
9,29,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
3,29,Féminin,Marié(e),GOULIA,Urbain,FOLON,1,10
9,36,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
60,7,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,6,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
3,28,Féminin,Marié(e),GOULIA,Urbain,FOLON,1,10
55,6,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
3,37,Féminin,Marié(e),GOULIA,Urbain,FOLON,1,10
81,15,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
76,42,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
55,10,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
23,63,Féminin,Veuf(ve),GOULIA,Urbain,FOLON,1,59
3,35,Féminin,Marié(e),GOULIA,Urbain,FOLON,1,10
81,12,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
53,14,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
81,17,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,4,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,4,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
81,13,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,0,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,10,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
76,50,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,59
60,11,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
34,48,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,80
55,6,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,8,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
53,17,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
53,17,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,5,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,10,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,7,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
34,47,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,80
9,37,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,10
92,24,Féminin,Marié(e),GOULIA,Urbain,FOLON,0,71
55,5,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
60,1,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,3,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,5,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
76,52,Masculin,Marié(e),GOULIA,Urbain,FOLON,1,59
53,13,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
3,52,Féminin,Marié(e),GOULIA,Urbain,FOLON,1,59
60,7,Féminin,Célibataire,GOULIA,Urbain,FOLON,0,71
55,10,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
76,41,Masculin,Veuf(ve),GOULIA,Urbain,FOLON,1,10
55,4,Masculin,Célibataire,GOULIA,Urbain,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
85,38,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
15,33,Féminin,Marié(e),GOULIA,Rural,FOLON,1,10
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,3,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
10,17,Féminin,Célibataire,GOULIA,Rural,FOLON,1,10
16,2,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
10,32,Féminin,Célibataire,GOULIA,Rural,FOLON,1,10
16,10,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,32,Masculin,Célibataire,GOULIA,Rural,FOLON,0,80
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,32,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
8,48,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
24,38,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,17,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
31,37,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,19,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,30,Féminin,Célibataire,GOULIA,Rural,FOLON,0,80
24,47,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
21,31,Masculin,Célibataire,GOULIA,Rural,FOLON,1,10
24,47,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
21,32,Masculin,Célibataire,GOULIA,Rural,FOLON,1,10
13,59,Masculin,Marié(e),GOULIA,Rural,FOLON,1,59
16,10,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,25,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
88,57,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,32,Masculin,Célibataire,GOULIA,Rural,FOLON,0,80
91,71,Masculin,Marié(e),GOULIA,Rural,FOLON,0,7
6,31,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,16,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,13,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
31,37,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,4,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,2,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,31,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
31,42,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
24,36,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
6,27,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,6,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,6,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
52,42,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
24,36,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,9,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,15,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,4,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
52,44,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,17,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,31,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
24,44,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,14,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,16,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,8,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
7,46,Féminin,Veuf(ve),GOULIA,Rural,FOLON,0,80
51,6,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,8,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,18,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,8,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,13,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
31,45,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
16,6,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,8,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,31,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,10,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
24,44,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,17,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,10,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,14,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,8,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
24,37,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,14,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,14,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
21,19,Masculin,Célibataire,GOULIA,Rural,FOLON,1,10
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
13,61,Masculin,Marié(e),GOULIA,Rural,FOLON,1,59
59,53,Féminin,Marié(e),GOULIA,Rural,FOLON,1,59
24,35,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
52,42,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,6,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,4,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
31,33,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,30,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
6,26,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
85,32,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,22,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,7,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
85,37,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
6,30,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,34,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
6,33,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,6,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
85,35,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
6,33,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,10,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
85,34,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,6,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,17,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
24,46,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
31,42,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
85,40,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,1,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,34,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
7,58,Féminin,Célibataire,GOULIA,Rural,FOLON,0,80
85,29,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,8,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,25,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
6,23,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,22,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
31,30,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
6,27,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
31,39,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
24,43,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,12,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
52,46,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
16,19,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,18,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
24,41,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,16,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,8,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,27,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
24,40,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,12,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,17,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,6,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
24,42,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,14,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
7,76,Féminin,Veuf(ve),GOULIA,Rural,FOLON,0,7
24,39,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,7,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,20,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,15,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
52,51,Masculin,Marié(e),GOULIA,Rural,FOLON,1,59
24,46,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,12,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,14,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,20,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
15,47,Féminin,Marié(e),GOULIA,Rural,FOLON,1,10
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,7,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
88,57,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
52,54,Masculin,Marié(e),GOULIA,Rural,FOLON,1,59
16,11,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
31,37,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
6,25,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
16,5,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,26,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
85,35,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
15,33,Féminin,Marié(e),GOULIA,Rural,FOLON,1,10
51,3,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
7,74,Féminin,Célibataire,GOULIA,Rural,FOLON,0,7
6,34,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,18,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,14,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,7,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
8,49,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
6,34,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
85,41,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
6,27,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,2,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,19,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
31,32,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
16,2,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,6,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,25,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
31,23,Masculin,Marié(e),GOULIA,Rural,FOLON,0,71
51,5,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,1,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
31,31,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
6,27,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
51,7,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
85,41,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
24,39,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
51,8,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,16,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
16,9,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
24,47,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
7,96,Féminin,Célibataire,GOULIA,Rural,FOLON,0,7
8,54,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
24,36,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
16,4,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
51,10,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,9,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,0,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
6,24,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
31,28,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
6,19,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
85,26,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,1,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
51,11,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
52,46,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
51,4,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,2,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
6,25,Féminin,Marié(e),GOULIA,Rural,FOLON,0,71
16,0,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
31,35,Masculin,Marié(e),GOULIA,Rural,FOLON,0,80
51,8,Féminin,Célibataire,GOULIA,Rural,FOLON,0,71
16,1,Masculin,Célibataire,GOULIA,Rural,FOLON,0,71
24,38,Féminin,Marié(e),GOULIA,Rural,FOLON,0,80
52,46,Masculin,Marié(e),GOULIA,Rural,FOLON,1,10
