region,sexe,mstat,age_grp,nbr_indv,mean_rev,mean_banked,empl_formel,proprio_titre,proprio_sans,locataire,autre_logement,assurance,categorie_revenus,niveau_bancaire,statut_logement,niveau_emploi,niveau_assurance,score_bancaire_optimise,categorie_risque_bancaire,recommandation_credit
N'ZI,Féminin,Séparé,45-54,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Féminin,Séparé,55-64,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
N'ZI,Féminin,Union libre,15-24,8.0,0.0,0.5,0.0,0.0,0.25,0.375,0.375,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
N'ZI,Féminin,Union libre,25-34,13.0,4897.5093,0.38461539000000006,0.0,0.07692308,0.15384616,0.23076923,0.53846157,0.07692308,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Faiblement_assure,28,Risque_Eleve,REFUS_Recommande
N'ZI,Féminin,Union libre,35-44,10.0,4866.667,0.5,0.0,0.1,0.60000002,0.1,0.2,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
N'ZI,Féminin,Union libre,45-54,4.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
N'ZI,Féminin,Union libre,65+,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Féminin,Veuf(ve),15-24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Féminin,Veuf(ve),35-44,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
N'ZI,Féminin,Veuf(ve),45-54,7.0,0.0,0.42857143,0.0,0.0,0.71428573,0.2857143,0.0,0.14285715,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Assure,25,Risque_Eleve,REFUS_Recommande
N'ZI,Féminin,Veuf(ve),55-64,22.0,0.0,0.40909091,0.0,0.22727273000000003,0.45454547,0.090909094,0.22727273000000003,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
N'ZI,Féminin,Veuf(ve),65+,46.0,0.0,0.065217391,0.0,0.13043478,0.5869565,0.043478262,0.23913044,0.021739131,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,18,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Célibataire,0-14,319.0,2275.9775,0.0,0.0,0.16614421,0.49529782,0.10971787000000001,0.22884013,0.021943573,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Célibataire,15-24,94.0,12383.919,0.37234041,0.0,0.20212766999999998,0.31914893,0.27659574,0.20212766999999998,0.021276595,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,46,Risque_Moyen,ETUDE_Approfondie
N'ZI,Masculin,Célibataire,25-34,25.0,22465.76,0.47999998999999993,0.0,0.12,0.51999998,0.2,0.16,0.0,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,47,Risque_Moyen,ETUDE_Approfondie
N'ZI,Masculin,Célibataire,35-44,18.0,8851.8516,0.33333334,0.0,0.16666667,0.5,0.055555556,0.27777779,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Célibataire,45-54,8.0,43750.0,0.375,0.125,0.25,0.375,0.125,0.25,0.125,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Assure,55,Risque_Moyen,ACCORD_Conditionnel
N'ZI,Masculin,Célibataire,55-64,5.0,0.0,0.60000002,0.0,0.2,0.80000001,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Célibataire,65+,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Divorcé(e),55-64,3.0,0.0,0.33333334,0.0,0.0,0.66666669,0.0,0.33333334,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
N'ZI,Masculin,Divorcé(e),65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Marié(e),15-24,5.0,6000.0,1.0,0.0,0.2,0.60000002,0.0,0.2,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,43,Risque_Moyen,ETUDE_Approfondie
N'ZI,Masculin,Marié(e),25-34,10.0,18016.6656,0.9,0.0,0.2,0.6,0.2,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Marié(e),35-44,29.0,35006.249103448274,0.6896551565517242,0.0,0.13793103841379312,0.344827584137931,0.1724137903448276,0.3448275806896552,0.03448275972413793,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Marié(e),45-54,34.0,23888.27,0.70588237,0.029411765,0.14705883,0.47058824,0.20588236,0.17647059,0.088235296,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Marié(e),55-64,25.0,2399.9999759999996,0.3600000168,0.0,0.1600000032,0.6,0.04000000032,0.2000000004,0.07999999919999999,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Marié(e),65+,26.0,10740.154038461538,0.6153846361538461,0.0,0.1923076919230769,0.6923077088461539,0.038461539576923075,0.07692307803846153,0.07692307803846153,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,56,Risque_Moyen,ACCORD_Conditionnel
N'ZI,Masculin,Séparé,45-54,2.0,12500.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Assure,63,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Séparé,55-64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Séparé,65+,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Union libre,15-24,4.0,18333.332,0.5,0.0,0.0,0.0,0.5,0.5,0.0,Revenus_moyens,Bancarise,Locataire,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
N'ZI,Masculin,Union libre,25-34,9.0,34607.57,0.77777779,0.11111111,0.11111111,0.22222222,0.22222222,0.44444445,0.11111111,Revenus_moyens,Bancarise,Autre_logement,Mixte,Assure,63,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Union libre,35-44,13.0,38683.984,0.6923077099999999,0.07692308,0.07692308,0.38461539000000006,0.15384616,0.38461539000000006,0.07692308,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Union libre,45-54,7.0,35714.285,0.85714287,0.14285715,0.0,0.71428573,0.14285715,0.14285715,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Non_assure,65,Risque_Faible,ACCORD_Conditionnel
N'ZI,Masculin,Union libre,55-64,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Union libre,65+,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Veuf(ve),45-54,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
N'ZI,Masculin,Veuf(ve),55-64,4.0,0.0,0.5,0.0,0.25,0.5,0.0,0.25,0.25,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Assure,36,Risque_Eleve,ETUDE_Approfondie
N'ZI,Masculin,Veuf(ve),65+,12.0,0.0,0.25,0.0,0.0,0.66666669,0.083333336,0.25,0.083333336,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,18,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Féminin,Célibataire,0-14,632.0,109.70464,0.0,0.0,0.35759494,0.40822786,0.099683546,0.13449366,0.018987341,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Féminin,Célibataire,15-24,117.0,1232.8087,0.35042736,0.0,0.34188035,0.34188035,0.23931624,0.07692308,0.017094018,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Célibataire,25-34,30.0,14151.469,0.60000002,0.06666667,0.2,0.36666667,0.23333333000000003,0.2,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Non_assure,65,Risque_Faible,ACCORD_Conditionnel
NAWA,Féminin,Célibataire,35-44,7.0,58799.516,0.71428573,0.0,0.0,0.2857143,0.5714286,0.14285715,0.0,Revenus_eleves,Bancarise,Locataire,Informel,Non_assure,72,Risque_Faible,ACCORD_Recommande
NAWA,Féminin,Célibataire,45-54,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Célibataire,55-64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Divorcé(e),15-24,1.0,40000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Revenus_moyens,Non_bancarise,Locataire,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Divorcé(e),25-34,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Divorcé(e),35-44,1.0,10000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
NAWA,Féminin,Divorcé(e),45-54,1.0,60000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Revenus_eleves,Bancarise,Proprietaire_titre,Informel,Non_assure,77,Risque_Faible,ACCORD_Recommande
NAWA,Féminin,Divorcé(e),55-64,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Marié(e),15-24,53.0,8942.355,0.22641509056603776,0.0,0.2641509433962264,0.30188680188679246,0.11320755283018868,0.32075472735849053,0.018867925188679247,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Faiblement_assure,26,Risque_Eleve,REFUS_Recommande
NAWA,Féminin,Marié(e),25-34,152.0,4654.417147368421,0.32236841684210527,0.0,0.3157894775,0.4144736821052632,0.08552631968421052,0.18421052161842102,0.013157895065789474,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Marié(e),35-44,126.0,8486.460196825397,0.33333334404761905,0.007936508015873015,0.3650793747619048,0.42063493365079363,0.11904762023809526,0.0952380973015873,0.03968254007936508,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Marié(e),45-54,73.0,9337.00978082192,0.43835616890410956,0.0,0.4657534305479452,0.3972602767123288,0.08219178452054794,0.05479452057534247,0.01369863016438356,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,35,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Marié(e),55-64,35.0,4720.3406,0.25714285371428575,0.0,0.37142855914285716,0.4857142654285714,0.0,0.14285714228571428,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Marié(e),65+,7.0,14901.960000000001,0.4285714314285714,0.0,0.5714285742857143,0.4285714385714286,0.0,0.0,0.0,Revenus_moyens,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,44,Risque_Moyen,ETUDE_Approfondie
NAWA,Féminin,Séparé,25-34,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Séparé,45-54,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Séparé,55-64,2.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Union libre,15-24,11.0,0.0,0.36363637,0.0,0.090909094,0.45454547,0.18181819,0.27272728,0.090909094,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,21,Risque_Eleve,REFUS_Recommande
NAWA,Féminin,Union libre,25-34,23.0,1773.9282999999998,0.47826087000000006,0.0,0.043478262,0.56521738,0.17391304999999999,0.21739130000000004,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Union libre,35-44,11.0,4632.7354,0.54545456,0.0,0.18181819,0.7272727499999999,0.090909094,0.0,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
NAWA,Féminin,Union libre,45-54,3.0,0.0,0.33333334,0.0,0.33333334,0.66666669,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
NAWA,Féminin,Veuf(ve),25-34,4.0,17500.0,0.5,0.0,0.25,0.25,0.5,0.0,0.0,Revenus_moyens,Bancarise,Locataire,Informel,Non_assure,57,Risque_Moyen,ACCORD_Conditionnel
NAWA,Féminin,Veuf(ve),35-44,2.0,100000.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,Revenus_tres_eleves,Bancarise,Proprietaire_sans_titre,Formel,Assure,98,Risque_Tres_Faible,ACCORD_Recommande
NAWA,Féminin,Veuf(ve),45-54,8.0,5736.0591,0.5,0.0,0.625,0.25,0.125,0.0,0.0,Revenus_faibles,Bancarise,Proprietaire_titre,Informel,Non_assure,47,Risque_Moyen,ETUDE_Approfondie
NAWA,Féminin,Veuf(ve),55-64,17.0,3529.4119,0.23529412,0.0,0.17647059,0.47058824,0.05882353,0.29411766,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
NAWA,Féminin,Veuf(ve),65+,10.0,0.0,0.1,0.0,0.1,0.5,0.2,0.2,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Masculin,Célibataire,0-14,641.0,690.15973,0.0,0.0,0.36037442,0.41185647,0.087363496,0.14040561,0.010920437,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Masculin,Célibataire,15-24,157.0,9814.1172,0.38216561,0.0,0.40764332000000003,0.32484075,0.14012739,0.12738854,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Célibataire,25-34,65.0,28838.344,0.66153848,0.0,0.32307693,0.35384616,0.07692308,0.24615384999999998,0.015384615,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Célibataire,35-44,18.0,37571.641,0.5,0.0,0.22222222,0.3888889,0.16666667,0.22222222,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Célibataire,45-54,9.0,101777.78,1.0,0.22222222,0.33333334,0.22222222,0.33333334,0.11111111,0.22222222,Revenus_tres_eleves,Bancarise,Proprietaire_titre,Mixte,Assure,95,Risque_Tres_Faible,ACCORD_Recommande
NAWA,Masculin,Célibataire,55-64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Non_bancarise,Locataire,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Masculin,Célibataire,65+,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,27,Risque_Eleve,REFUS_Recommande
NAWA,Masculin,Divorcé(e),25-34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Divorcé(e),35-44,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Divorcé(e),45-54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Masculin,Marié(e),15-24,7.0,21428.572000000004,0.5714286,0.0,0.0,0.42857143,0.14285715,0.42857143,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
NAWA,Masculin,Marié(e),25-34,77.0,29734.10815584416,0.64935063,0.0,0.2727272572727273,0.3506493423376623,0.06493506750649351,0.3116883033766234,0.038961037922077925,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Marié(e),35-44,112.0,27550.2424,0.7410714374999999,0.00892857125,0.2857142767857143,0.34821429464285714,0.16071428599999998,0.20535713428571428,0.044642858035714286,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Marié(e),45-54,84.0,25412.299714285713,0.70238094,0.023809524999999998,0.34523809,0.4404761814285714,0.1666666642857143,0.04761904957142856,0.035714286428571426,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Marié(e),55-64,65.0,13056.473793846153,0.7384615603076924,0.0,0.5230769241538461,0.4307692375384615,0.030769231753846153,0.015384615876923077,0.015384615876923077,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Marié(e),65+,34.0,0.0,0.617647083235294,0.0,0.4411764861764706,0.4705882576470588,0.02941176555882353,0.0588235305,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Séparé,55-64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Union libre,15-24,5.0,22639.273,0.80000001,0.0,0.0,1.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
NAWA,Masculin,Union libre,25-34,21.0,27817.461,0.85714287,0.047619049,0.095238097,0.38095239,0.19047619,0.33333334,0.047619049,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Union libre,35-44,12.0,11041.667,1.0,0.0,0.083333336,0.66666669,0.16666667,0.083333336,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
NAWA,Masculin,Union libre,45-54,8.0,937.5,0.625,0.0,0.125,0.75,0.125,0.0,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
NAWA,Masculin,Union libre,55-64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
NAWA,Masculin,Veuf(ve),45-54,3.0,0.0,0.33333334,0.0,0.33333334,0.66666669,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
NAWA,Masculin,Veuf(ve),55-64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
NAWA,Masculin,Veuf(ve),65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Célibataire,0-14,522.0,120.55686,0.0,0.0,0.28927204,0.41762453,0.10536399,0.18582375,0.019157087,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Célibataire,15-24,125.0,320.0,0.28,0.0,0.46399999,0.248,0.12800001,0.16,0.016000001,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Célibataire,25-34,23.0,9847.8428,0.3478260899999999,0.0,0.39130434,0.26086956,0.17391304999999999,0.13043478,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,34,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Célibataire,35-44,8.0,8627.8271,0.75,0.0,0.375,0.25,0.25,0.125,0.0,Revenus_faibles,Bancarise,Proprietaire_titre,Informel,Non_assure,47,Risque_Moyen,ETUDE_Approfondie
PORO,Féminin,Célibataire,55-64,1.0,66721.117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Revenus_eleves,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,48,Risque_Moyen,ETUDE_Approfondie
PORO,Féminin,Célibataire,65+,3.0,0.0,0.33333334,0.0,0.66666669,0.33333334,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,19,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Marié(e),0-14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Marié(e),15-24,74.0,2018.608391891892,0.20270270281081082,0.0,0.18918918972972973,0.3918918959459459,0.10810810821621622,0.3108108024324324,0.013513514378378378,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Marié(e),25-34,117.0,3576.475418803419,0.23931624547008543,0.008547008376068376,0.19658119897435897,0.4358974395726496,0.07692307405982907,0.28205128735042734,0.03418803457264957,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Marié(e),35-44,126.0,5922.419032539683,0.3253968205555556,0.007936507857142857,0.25396825476190477,0.4523809572222222,0.1349206399206349,0.1587301580952381,0.02380952384920635,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Marié(e),45-54,69.0,1245.8818086956524,0.2753623317391305,0.0,0.5217391328985507,0.4202898608695652,0.0,0.057971014710144916,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,34,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Marié(e),55-64,38.0,2710.6665,0.342105265,0.0,0.26315789,0.5789473650000001,0.05263157999999999,0.1052631545,0.05263157999999999,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
PORO,Féminin,Marié(e),65+,10.0,0.0,0.4,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,19,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Séparé,35-44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
PORO,Féminin,Séparé,65+,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
