mstat,rev_total_mois,age_grp,bancarise,a_assurance,logem,Stg_formel
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),45416.965,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Marié(e),46461.547,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Divorcé(e),0.0,35-44,1,0,Autre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),52083.332,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),20833.334,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),44269.613,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),41445.75,35-44,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),66768.477,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,40000.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,64067.121,35-44,1,0,Proprietaire sans titre,1
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),5166.6665,35-44,1,0,Autre,0
Marié(e),0.0,18-24,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,1,0,Proprietaire titre,0
Célibataire,10000.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,25-34,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),34194.262,18-24,0,0,Proprietaire titre,0
Marié(e),34194.262,18-24,0,0,Proprietaire titre,0
Marié(e),50000.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),43599.238,35-44,0,0,Proprietaire titre,0
Marié(e),40349.094,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Marié(e),0.0,18-24,1,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,1
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,42489.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Marié(e),0.0,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Divorcé(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,65+,0,0,Autre,0
Marié(e),0.0,55-64,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Union libre,0.0,25-34,1,0,Autre,0
Union libre,0.0,25-34,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),41239.703,25-34,1,0,Autre,0
Marié(e),0.0,35-44,1,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,1
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),30000.0,45-54,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Célibataire,0.0,25-34,1,0,Locataire,0
Célibataire,0.0,0-17,0,0,Locataire,0
Veuf(ve),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,1
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,25-34,1,0,Proprietaire titre,0
Veuf(ve),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),48231.895,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),341418.25,45-54,1,1,Locataire,1
Célibataire,0.0,0-17,0,0,Locataire,0
Marié(e),33392.0,45-54,1,0,Locataire,1
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Autre,0
Marié(e),60633.063,25-34,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),42751.715,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,100000.0,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),44269.613,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,56250.0,18-24,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,18-24,1,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,60000.0,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Divorcé(e),0.0,55-64,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),70000.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,40000.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),44876.453,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,65+,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,1,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,1,0,Proprietaire sans titre,0
Divorcé(e),10000.0,35-44,1,0,Autre,0
Veuf(ve),0.0,65+,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),27500.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,55-64,1,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Locataire,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Union libre,0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Autre,0
Marié(e),0.0,25-34,1,0,Autre,0
Marié(e),0.0,25-34,0,0,Autre,0
Marié(e),0.0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,55-64,0,0,Autre,0
Célibataire,0.0,0-17,0,0,Autre,0
Célibataire,0.0,18-24,0,0,Autre,0
Marié(e),0.0,45-54,0,0,Autre,0
Célibataire,0.0,25-34,1,0,Autre,0
Célibataire,95000.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,95000.0,18-24,1,0,Proprietaire titre,0
Célibataire,95000.0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,65+,1,0,Proprietaire sans titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire titre,0
Marié(e),70000.0,25-34,1,0,Proprietaire titre,0
Marié(e),0.0,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0-17,0,0,Proprietaire sans titre,0
